"studium_id";"zaverecna_prace_id";"cislo_terminu";"vedouci_jmeno";"navrh_znamky_vedouci";"oponent_jmeno";"navrh_znamky_oponent";"datum_obhajoby";"zaverecna_prace_hodnoceni";"nazev_cs";"nazev_en";"typ_prace";"jazyk_prace"
"14255706";"1135544617505";"1";"Ing. Dominik Veselý";"1";"Ing. Vojtěch Jirkovský";"1";"2020-06-23";"1";"Mobilní scanner dokumentů";"Mobile document scanner";"B";"CS"
"9170606";"724583957805";"1";"Ing. Josef Gattermayer, Ph.D.";"1.5";"Ing. Miroslav Balík, Ph.D.";"2";"2016-06-27";"2.5";"Uživatelské rozhraní pro portál FIKS";"FIKS user interface";"B";"CS"
"8336406";"721219038905";"1";"Ing. Pavel Žikovský, Ph.D.";"1";"doc. Ing. Adam Sporka, Ph.D.";"1.5";"2017-02-15";"1.5";"Alternativní metody zadávání textu na chytrých televizích";"Alternative text input methods on smart TVs";"M";"CS"
"13010006";"1128982335805";"1";"Ing. Jiří Kubišta";"1";"Ing. Radek Richtr, Ph.D.";"1.5";"2020-06-24";"1";"Animace humanoidního 3D modelu";"Animation of a humanoid 3D model";"B";"CS"
"1600606";"535956092205";"1";"Ing. Pavel Náplava, Ph.D.";"2.5";"Ing. Mgr. Pavla Vozárová, Ph.D., M.A.";"1";"2015-06-17";"2";"Možnosti využití vlastních zařízení ve firemním prostředí (BYOD)";"Bring Your Own Device Analysis";"B";"CS"
"9239306";"785931941805";"1";"doc. Ing. Robert Pergl, Ph.D.";"1";"";"1.5";"2017-06-15";"1";"Rozvoj systému Manta Checker DFP";"Advancement of the Manta Checker DFP System";"M";"EN"
"8330606";"635904949705";"1";"doc. Ing. Tomáš Vitvar, Ph.D.";"2.5";"Ing. Zdeněk Rybola, Ph.D.";"3";"2016-02-16";"3";"Systém pro centrální správu a integraci rezervačních systémů sportovních zařízení";"System for central management and integration of sports reservation systems";"M";"CS"
"8332806";"616712817105";"1";"doc. Ing. Robert Pergl, Ph.D.";"1";"Ing. Bc. Ivan Ryant";"1";"2015-06-10";"1";"Systém pro párování nabídek a poptávek postavený na čistém objektovém paradigma";"A System for Matching Offers and Inquiries Based on the Pure Object-Oriented Paradigm";"M";"CS"
"11696806";"922387006005";"1";"Ing. Miroslav Balík, Ph.D.";"2";"RNDr. Jakub Klímek, Ph.D.";"4";"2018-06-25";"3";"Aplikace pro projekt Open-Data";"Application for Open Data project";"B";"CS"
"14280106";"1015097609905";"1";"prof. Ing. Daniel Sýkora, Ph.D.";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"1";"2019-06-12";"1";"Výpočet lokálně tuhého optického toku na GPU s využitím duálních čísel";"As-Rigid-As-Possible Optical Flow Estimation on the GPU using Dual Numbers";"M";"EN"
"12375406";"730807799705";"1";"Ing. Josef Gattermayer, Ph.D.";"2.5";"Ing. Tomáš Kadlec";"4";"2016-06-27";"4";"Mobilní aplikace pro trénink tance (iOS)";"Mobile app for dance trainings (iOS)";"B";"CS"
"4051006";"540100675105";"2";"Mgr. Petr Matyáš";"1.5";"Mgr. Jan Starý, Ph.D.";"2";"2015-06-16";"1.5";"Grafické uživatelské rozhraní a front-end webové aplikace pro práci s notovými zápisy";"Graphical user interface and front-end of Sheet music web application";"B";""
"14251606";"1128984666005";"1";"Ing. Petra Pavlíčková, Ph.D.";"1.5";"Ing. Jiří Chludil";"1.5";"2020-06-23";"1.5";"Věnná města českých královen - analýza projektu a rizik";"Dowry Towns of Bohemian Queens - Project and Risk Analysis";"B";"CS"
"6309506";"706599114405";"1";"Ing. Viktor Černý";"1.5";"Ing. Yelena Trofimova";"2";"2016-06-21";"2";"Multiplatformní konfigurátor počítačové sítě";"Multiplatform Tool for The Configuration of Computer Network";"B";"CS"
"9243606";"785103121705";"2";"doc. Dipl.-Ing. Dr. techn. Stefan Ratschan";"2.5";"Ing. Lukáš Bařinka";"2.5";"2018-02-05";"2.5";"Software pro grafickou demonstraci plánování pohybu kvadrokoptér";"Software for the graphical demonstration of quadrocopter motion planning";"M";"CS"
"9175006";"822818639105";"1";"Ing. Jiří Chludil";"1.5";"";"1.5";"2017-06-22";"1.5";"ElateMe - backend";"ElateMe - Backend";"B";"EN"
"12960006";"1023799124805";"1";"Ing. Jiří Hunka";"1";"Ing. Filip Glazar";"1";"2019-06-18";"1";"Webová vzdálená správa";"Web Remote Support";"B";"CS"
"6284906";"712263581405";"1";"Ing. Mgr. Pavla Vozárová, Ph.D., M.A.";"1";"Ing. Dana Vynikarová, Ph.D.";"1";"2016-06-21";"1";"Vybrané techniky digitálního marketingu pro software cílený na specifickou skupinu uživatelů";"Selected Techniques of Digital Marketing for Specific Consumer Group Oriented Software";"B";"CS"
"6323706";"604661000805";"1";"doc. Ing. Robert Pergl, Ph.D.";"2";"Mgr. Martin Podloucký";"2";"2015-06-24";"1.5";"Studie nasazení ClojureScript technologie ve vývojářské firmě";"Study of Utilising ClojureScript Technology in a Developer Company";"B";"EN"
"12947206";"1023219285205";"1";"Ing. Josef Pavlíček, Ph.D.";"1";"Ing. Ondřej Guth, Ph.D.";"1.5";"2020-02-04";"1.5";"Vytvoření počítačové verze deskové hry v jazyce Java";"Create a computer version of a board game in Java";"B";"CS"
"8339406";"620283675305";"1";"Ing. Pavel Náplava, Ph.D.";"1.5";"prof. Dr. Ing. Petr Kroha, CSc.";"2";"2015-06-11";"2";"Aplikace pro hodnocení investic se zaměřením na reálné opce";"Application for Investment Decision Support  Based on Real Options Method";"M";"CS"
"9244606";"627058108905";"1";"";"4";"Ing. Josef Vogel, CSc.";"4";"2016-02-16";"4";"Systém pro vzdálené sledování chyb ve frameworku Ionic2";"Remote error reporting system for Ionic2";"M";"CS"
"9231506";"712263350905";"1";"doc. Ing. Robert Pergl, Ph.D.";"2";"Ing. Michal Valenta, Ph.D.";"1.5";"2016-06-14";"1.5";"Ontologická analýza datového skladu ČVUT";"Ontological Analysis of the CTU Data Warehouse";"M";"CS"
"13023906";"894195492105";"1";"Ing. Jiří Hunka";"1";"Ing. Filip Glazar";"1";"2019-02-05";"1";"Aplikace v OS Android pro podporu učení cizích jazyků pomocí čtení elektronických knih";"Android app for learning foreign languages through e-book reading";"M";"CS"
"6289906";"727184189205";"2";"Ing. Radek Hronza, Ph.D.";"2";"Ing. David Buchtela, Ph.D.";"2";"2017-02-08";"2";"Analýza možnosti elektronizace podnikových procesů";"Analysis of Business Processes Executable";"B";"CS"
"9179906";"812054307805";"1";"Ing. Jiří Pavelka";"2";"Ing. Lukáš Bařinka";"2";"2017-06-22";"2";"Webová aplikace pro správu oblíbených míst - verze 2";"Web Application Points of Interest - version 2";"B";"CS"
"11649206";"807912654205";"1";"Ing. Pavel Krejčí";"1.5";"";"1.5";"2017-06-15";"1.5";"User Experience v mobilní aplikaci pro provádění Peer-to-Peer plateb";"User Experience in Peer-to-Peer Payment Mobile Platform";"M";"CS"
"4791206";"629272802805";"1";"Ing. Josef Pavlíček, Ph.D.";"2";"doc. Ing. Tomáš Vitvar, Ph.D.";"1.5";"2015-06-16";"2";"Uživatelské rozhraní aplikace digitalizovaných knih pro mobilní zařízení";"Manuscriptorium digital library UI design for tablets";"B";"CS"
"6809506";"556993301205";"2";"Ing. David Buchtela, Ph.D.";"2";"Ing. Josef Vogel, CSc.";"2.5";"2016-06-16";"2.5";"Návrh a implementace aplikace pro údržbářské služby hotelu";"Design and Implementation of an Application for Hotel Maintenance Services";"M";"CS"
"14297806";"1026110742105";"1";"Ing. Josef Gattermayer, Ph.D.";"1";"Ing. Magda Friedjungová, Ph.D.";"1.5";"2019-06-14";"1.5";"Mobilná aplikácia kvalita ovzdušia v Prahe";"Mobile application quality of air in Prague";"M";"SL"
"7822906";"703191490705";"1";"Ing. Zdeněk Rybola, Ph.D.";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"1";"2016-06-23";"1";"MobChar - balíček pro Dungeons and Dragons";"MobChar - package Dungeons and Dragons";"B";"CS"
"7148106";"533750748905";"1";"prof. Ing. Jan Dohnal, CSc.";"1.5";"";"1.5";"2015-06-10";"1.5";"Řízení pracovní síly v IT v modelu Management of Business Informatics";"IT Workforce Management in the  MBI model";"M";"CS"
"7826906";"712013442305";"1";"";"1";"Ing. Petr Špaček, Ph.D.";"1.5";"2016-06-29";"1";"Webová aplikace pro objednávky a plánování výroby";"Order and production planning web application";"B";"CS"
"14246906";"926862997505";"1";"Ing. Pavel Štěpán";"2";"Ing. Ivan Halaška";"3";"2019-06-18";"4";"Aplikace pro přehlednou správu inzerátů nabídek pracovních pozic";"Job announcements administration application";"B";"CS"
"11694706";"897931345405";"1";"Ing. Miroslav Balík, Ph.D.";"1";"Ing. Radek Richtr, Ph.D.";"2";"2018-06-20";"2";"Signals - Android aplikace pro sběr dat o bezdrátových sítích";"Signals - Android application for data collection on wireless networks";"B";"CS"
"13016006";"928523745705";"1";"Mgr. Martin Podloucký";"1.5";"RNDr. Kateřina Trlifajová, Ph.D.";"1.5";"2019-02-14";"1";"Informační systém pro podporu setkávání komunity Taizé.";"Information system for supporting the Taizé community gatherings";"B";"CS"
"9196006";"910916963305";"1";"";"1.5";"Ing. Michal Valenta, Ph.D.";"1.5";"";"";"Metodika pre realizáciu legálne metrologického SW v prostredí Cloud Computing";"Methodology for Implementation of Legally Metrological SW in Environment of Cloud Computing";"B";"CS"
"12995506";"1026110365605";"1";"Ing. Lukáš Bařinka";"1";"prof. RNDr. Tomáš Skopal, Ph.D.";"1.5";"2019-06-20";"1";"Souvislosti a doporučování obsahu na webu";"Related web content and recomendations";"B";"CS"
"7805006";"821464488705";"1";"Ing. Jiří Chludil";"1";"";"1.5";"2017-06-27";"1";"Score table - Android";"Score table - Android";"B";"CS"
"9220106";"820916601205";"1";"Ing. Jiří Chludil";"1";"Ing. Radek Richtr, Ph.D.";"1.5";"2017-06-27";"1.5";"Zásuvné moduly aplikace Dráček III - výuka matematiky";"Dragon III plugins - math education";"B";"CS"
"14812506";"1133508890805";"1";"RNDr. Ondřej Zýka";"2";"RNDr. Petr Olšák";"1.5";"2020-06-25";"1.5";"Scheduler podporující multiplatformní prostředí";"Scheduler for Multiplatform Environment";"B";"CS"
"16196806";"1064880322705";"1";"Ing. Petra Pavlíčková, Ph.D.";"1";"Ing. David Buchtela, Ph.D.";"1.5";"2020-02-11";"1.5";"Vytvoření business modelu projektu dětská obezita";"Design of Business Model for Child Obesity Project";"M";"CS"
"9243006";"798657683705";"1";"Ing. Michal Šoch, Ph.D.";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"2";"2017-06-14";"1.5";"Simulátor paralelních řadících algoritmů v prostředí webového prohlížeče";"Parallel sorting algorithms simulator for web browsers";"M";"CS"
"17205606";"1099943796805";"1";"";"4";"Ing. Michal Valenta, Ph.D.";"4";"2020-06-18";"4";"Webová aplikace pro zpracování dat detektoru ATLAS Forward Proton v CERNu";"Web Application for Discoveries with the ATLAS Forward Proton Detector at CERN";"M";"EN"
"3757406";"541090203005";"1";"Ing. Martin Poliak, Ph.D.";"1.5";"Ing. Martin Šlapák, Ph.D.";"2.5";"2015-06-16";"2.5";"Informační systém pro podporu komunitních setkání";"Information system supporting community reunions";"B";"CS"
"14299706";"1026110119905";"1";"Ing. Jaroslav Kuchař, Ph.D.";"1";"Ing. Milan Dojčinovski, Ph.D.";"1";"2019-06-11";"1";"Algoritmy kolaborativního filtrování pro doporučení míst zájmů";"Algorithms for collaborative filtering in Point-of-Interest Recommendation Systems";"M";"EN"
"6279906";"725620696405";"1";"Ing. David Buchtela, Ph.D.";"1";"";"1";"2016-06-27";"1";"Analýza webových portálů pro marketingové strategie";"Web Portals Analysis for Marketing Strategies";"B";"CS"
"7822606";"717068615405";"1";"Ing. Ondřej Stuchlík";"1";"Ing. Tomáš Borovička";"1";"2016-06-29";"1";"Interoperabilita AI algoritmů z různých platforem na výpočetním clusteru";"Cross Platform Interoperability of AI Algorithms on Computational Cluster";"B";"EN"
"9197006";"833738791905";"1";"Ing. Miroslav Balík, Ph.D.";"1";"Ing. Michal Šoch, Ph.D.";"1";"2017-06-20";"1";"Asistovaná aktualizace informací o klientech firmy na základě služby ARES";"Assisted update of information about company customers based on the ARES service";"B";"CS"
"8338306";"685954700905";"1";"Ing. Michal Valenta, Ph.D.";"1.5";"";"1.5";"2016-06-13";"1.5";"Optimální struktura a indexy modelu metadatového úložiště v grafové databázi";"Optimized structure and indexes of a model of metadata storage in a graph database";"M";"CS"
"11728006";"894195655805";"1";"Ing. Jan Trávníček, Ph.D.";"1";"Ing. Miroslav Hrončok";"1";"2018-06-22";"1";"Návrh a implementace knihovny pro parsování bezkontextových gramatik";"Design and implementation of a context-free grammar parsing library";"B";"CS"
"9177106";"901389798905";"1";"Ing. David Buchtela, Ph.D.";"1";"Ing. Dana Vynikarová, Ph.D.";"1.5";"2018-06-20";"1";"Aplikace iOS v globálním prostředí";"iOS Application in Global Environment";"B";"CS"
"13514106";"1022069020405";"1";"Ing. Jiří Chludil";"1.5";"Ing. Petr Pauš, Ph.D.";"2";"2019-06-24";"1.5";"Věnná města českých královen - Úprava 3D modelů ve virtuální realitě";"Dowry Towns of the Queens of Bohemia - 3D Models manipulation in virtual reality";"B";"CS"
"11649906";"787031288205";"1";"Ing. Petr Pulc";"1";"Ing. Jiří Novák, Ph.D.";"1.5";"2017-06-14";"1.5";"Webová aplikace pro prezentace panoramatických snímků";"Web aplication for panoramatic shot presentation";"M";"CS"
"14794306";"1012302043305";"1";"Ing. Petra Pavlíčková, Ph.D.";"2.5";"Ing. Marek Skotnica";"2.5";"2019-06-12";"2.5";"Porovnání notací DEMO a BPMN s využitím studie použitelnosti v UI laboratoři";"Comparison of DEMO and BPMN Notations Using Usability Study in UI Lab";"M";"CS"
"6261406";"626569829505";"1";"Ing. Jiří Melnikov";"1";"Ing. Jiří Chludil";"1";"2015-06-17";"1";"Implementace knihovny a aplikace pro ovládání LCD monitorů NEC X463UN";"Implementation of library and application for control NEC X463UN LCD monitors";"B";"CS"
"9174506";"894195411105";"1";"";"1";"Ing. David Buchtela, Ph.D.";"1";"2018-06-21";"1";"Analýza a studie proveditelnosti pro inovaci webu pro propojování lidí a hudebníků";"Analysis and Innovation Feasibility Study of Website for Connecting People with Musicians";"B";"CS"
"7823306";"823910456505";"1";"Ing. Petra Pavlíčková, Ph.D.";"1.5";"Ing. Dana Vynikarová, Ph.D.";"1.5";"2017-06-20";"2";"Webová aplikace pro podporu efektivního studia";"Web application for effective learning support";"B";"CS"
"8346606";"690115389205";"1";"Ing. Josef Gattermayer, Ph.D.";"1";"Ing. Marek Žehra";"1";"2016-06-14";"1";"Prototyp silničního asistenta s použitím vizuální detekce";"Prototype of vision-based driver assistant";"M";"EN"
"9174906";"701961995205";"1";"Ing. Mgr. Pavla Vozárová, Ph.D., M.A.";"1";"Ing. David Buchtela, Ph.D.";"1";"2016-06-21";"1";"Komunitní financování vývoje PC her";"Crowfunding of PC Games Development";"B";"CS"
"12988906";"1028129763505";"1";"";"1";"Ing. Dana Vynikarová, Ph.D.";"1";"2020-06-30";"1";"Databáze zvířat pro neziskovou organizaci";"Database of animals for non-profit organization";"B";"CS"
"15997406";"1029253263205";"1";"";"1";"Ing. Michal Štepanovský, Ph.D.";"1";"2020-06-23";"1";"Testovací prostředí pro monitovací server síťového provozu";"Testing environment for probe server";"B";"EN"
"14286606";"1051853858505";"1";"";"1";"Ing. Josef Vogel, CSc.";"1";"2020-02-11";"1";"Systém Tronic VizWeb";"System Tronic VizWeb";"M";"CS"
"7823606";"820920313405";"1";"Ing. Tomáš Kadlec";"1";"Ing. Jiří Špaček";"1";"2017-06-20";"1";"ACS-Manager: aplikace pro správu pravidel přístupu do místností";"ACS-Manager: an application for managing room access control";"B";"CS"
"12958906";"919585753705";"1";"Ing. Petr Pauš, Ph.D.";"1";"Ing. Jan Blizničenko";"1.5";"2018-06-21";"1.5";"ElateMe: Backend II.";"ElateMe: Backend II.";"B";"EN"
"9671406";"826587814305";"2";"Ing. Miroslav Hrončok";"1.5";"Ing. Karel Klouda, Ph.D.";"2";"2017-08-30";"1.5";"Rovinový řez trojúhelníkovou sítí";"Plane cutting of a triangular mesh";"B";"CS"
"11714606";"919584752905";"1";"Ing. Miroslav Balík, Ph.D.";"1";"Ing. Josef Vogel, CSc.";"1.5";"2018-06-21";"1";"Android aplikace pro sdílení polohy s přáteli";"Friends locator - Android application";"B";"CS"
"6933506";"789571639905";"1";"Ing. Jiří Hunka";"1.5";"Ing. David Buchtela, Ph.D.";"1.5";"2017-02-08";"1.5";"Analýza, návrh a simulace výherního hracího přístroje";"Analysis, Design, and Simulation of Standalone Gaming Machine";"B";"EN"
"9178906";"911476976605";"1";"Mgr. Jan Starý, Ph.D.";"1";"Ing. Josef Gattermayer, Ph.D.";"2";"2018-06-26";"1.5";"Opendata slovenské státní správy";"Slovak government opendata";"B";"EN"
"6316906";"631489219505";"1";"RNDr. Jiřina Scholtzová, Ph.D.";"1";"";"1";"2015-06-24";"1";"Řešení pro správu a vizualizaci komplexních vyhledávacích dotazů";"Solution for Management and Visualization of Complex Search Queries";"B";"EN"
"6296806";"616947708705";"1";"Ing. Martin Klíma, Ph.D.";"2.5";"Ing. Radek Richtr, Ph.D.";"3";"2015-06-22";"2.5";"Mobilní aplikace pro vyhledávání ukradených předmětů";"Mobile application for stolen objects search";"B";"CS"
"9227106";"901656097505";"1";"Ing. David Buchtela, Ph.D.";"1.5";"Ing. David Bernhauer";"1.5";"2018-06-21";"1.5";"Informační systém Strahovské ligy ve stolním tenisu";"Information System for Strahov Table Tennis League";"B";"SL"
"12234206";"823094109705";"2";"Ing. Pavel Náplava, Ph.D.";"2";"Ing. Jiří Daněček";"2";"2018-06-12";"2";"Optimalizace vývoje aplikací na platformě IBM BPM";"Optimization of application development in IBM BPM platform";"M";"SL"
"13029106";"919304672605";"1";"Ing. Miroslav Balík, Ph.D.";"1";"doc. Ing. Ivan Šimeček, Ph.D.";"1.5";"2019-02-06";"1";"Služba pro analýzu telefonních hovorů";"Service for speech recognition";"M";"CS"
"12956506";"1020052422905";"1";"Ing. Pavel Náplava, Ph.D.";"1";"";"1";"2019-06-18";"1";"Využití chatbota pro podporu vybraných CRM procesů";"Chatbot Support of Selected CRM Processes";"B";"CS"
"15638506";"1131095803105";"1";"";"1";"Ing. Petr Špaček, Ph.D.";"1";"2020-09-01";"1";"Synchronizace hierarchických dat";"Synchronization of hierarchical data";"M";"EN"
"9212506";"822819314505";"1";"Ing. Jiří Chludil";"1.5";"";"2";"2017-06-22";"2";"ElateMe -  iOS klient I";"ElateMe -  iOS client I";"B";"CS"
"11654606";"914546407805";"1";"RNDr. Jiřina Scholtzová, Ph.D.";"1";"Ing. Ivan Halaška";"1";"2018-06-13";"1";"Informační systém pro organizaci INEX Slovakia";"Information System for INEX Slovakia";"M";"SL"
"7783406";"722503634005";"1";"Ing. Vladislav Skoumal";"1.5";"Ing. Pavel Náplava, Ph.D.";"1.5";"2016-06-28";"1.5";"Analýza a revize business procesů firmy SKOUMAL, s.r.o.";"Analysis and Revision of Business Processes of Company SKOUMAL, s.r.o.";"B";"CS"
"9237106";"794597626305";"1";"doc. Ing. Štěpán Starosta, Ph.D.";"2";"Ing. Karel Klouda, Ph.D.";"2";"2017-06-15";"2";"Mobilní aplikace k nástroji MARAST";"Mobile application for MARAST";"M";"CS"
"11738206";"1038044246005";"1";"Ing. Radek Richtr, Ph.D.";"1";"Ing. Jiří Chludil";"1.5";"2019-06-24";"1";"Parametricky vygenerovaný 3D model hradu";"Parametrically generated 3D castle model";"B";"CS"
"6820806";"541814105905";"2";"doc. Ing. Pavel Kordík, Ph.D.";"2";"Mgr. Martin Podloucký";"1.5";"2016-06-16";"2";"Vyhledávání ve velkých grafech";"Visual search in big graph structures";"M";"CS"
"11648806";"803263574305";"1";"Ing. Jaroslav Kuchař, Ph.D.";"1";"";"1";"2017-06-14";"1";"Reklamační portál";"Issue tracking system";"M";"CS"
"9175906";"888925361905";"1";"Ing. Petr Špaček, Ph.D.";"1";"Ing. David Bernhauer";"1.5";"2018-06-26";"1.5";"Systém pro správu výkresových štítků";"System for Management of Labels for Civil Engineering Drawings";"B";"CS"
"6809406";"542058301705";"2";"Ing. Jiří Novák, Ph.D.";"1.5";"RNDr. Jakub Klímek, Ph.D.";"4";"2015-06-09";"3";"Rozpoznávání receptů na webu";"Recipes Detection and Recognition on the Web";"M";""
"9221206";"895257332705";"1";"Ing. Vojtěch Jirkovský";"1";"Ing. Tomáš Kalvoda, Ph.D.";"1.5";"2018-06-19";"1.5";"Webová aplikace pro sdílené nákupní seznamy";"Web application for shared shopping lists";"B";"CS"
"6820206";"625338797905";"1";"doc. Ing. Pavel Kordík, Ph.D.";"1";"";"1";"2015-06-11";"1";"Aplikace pro analýzu textových zpráv pro potřeby vyšetřovatelů";"Application to analysis of text messages for investigators";"M";"CS"
"9210906";"906251539705";"1";"Ing. Jiří Hunka";"1.5";"Ing. Ivan Halaška";"2";"2018-06-18";"2";"Automatická oprava zjednodušeného relačního zápisu";"Automatic correction of simplified relational notation";"B";"SL"
"8333506";"620045618905";"1";"Ing. Martin Půlpitel";"1.5";"Ing. Jiří Hunka";"2";"2015-06-11";"1.5";"Sdílený prioritní webový playlist";"Shared priority web playlist";"M";"CS"
"5510506";"629272495805";"1";"Ing. Pavel Náplava, Ph.D.";"2";"";"1.5";"2015-06-22";"2";"Analýza cloudových úložišť s ohledem na možnosti a způsoby využití";"The Analysis of Cloud Storage Services Focused on Usability";"B";"CS"
"8333806";"727445635305";"1";"Ing. Vladislav Skoumal";"1";"Ing. Petr Pulc";"1";"2016-06-14";"1";"Analýza současných řešení Backend-as-a-Service pro vývoj mobilních a webových aplikací";"Analysis of Backend-as-a-Service Solutions for Mobile and Web Application Development";"M";"CS"
"12968606";"1005613054905";"1";"Ing. Václav Jirovský, Ph.D.";"1";"Ing. Jan Blizničenko";"1";"2019-06-25";"1";"Webová aplikace pro uživatele systému sdílení automobilů";"Web application for users of a car sharing system";"B";"CS"
"11672806";"1027269251305";"1";"doc. Ing. Petr Fišer, Ph.D.";"2";"Ing. Robert Hülle";"1.5";"2020-06-24";"1.5";"Komprese testu pro RAS architekturu založená na řešení SAT problému";"SAT-Based Test Compression for the RAS Test Compression Architecture";"B";"CS"
"8327706";"720183931305";"1";"";"1";"Ing. Michal Havryluk";"2";"2016-06-16";"1";"Mobilní aplikace pro portál Hravě.cz";"Mobile app for Hrave.cz";"M";"EN"
"6258506";"714013167505";"1";"Ing. Josef Pavlíček, Ph.D.";"1";"Ing. Radek Hronza, Ph.D.";"1";"2016-06-27";"1";"Návrh a tvorba měr pro výpočet kvality procesních modelů";"Design and development measures for Quality calculation of  Business Process Models";"B";"CS"
"11737206";"1026689460405";"1";"doc. Ing. Tomáš Pajdla, Ph.D.";"1";"Ing. Petr Pauš, Ph.D.";"1";"2020-06-24";"1";"HoloCopy - kopirování v prostoru s Hololens";"HoloCopy - 3D copy with Hololens";"B";"EN"
"6297306";"625094037805";"1";"Ing. Martin Komárek";"1";"Ing. Petr Špaček, Ph.D.";"1";"2015-06-17";"1";"Moderní uživatelské rozhraní projektu Metrocar";"Metrocar Single Page Application Interface.";"B";"CS"
"11659006";"823092409405";"1";"doc. RNDr. Ing. Marcel Jiřina, Ph.D.";"1";"Ing. Jiří Novák, Ph.D.";"1.5";"2017-06-15";"1.5";"Aplikace pro podporu psaní vědeckých článků";"Application to support writing scientific papers";"M";"CS"
"13035606";"994973692205";"1";"Ing. David Šenkýř";"1";"Ing. David Bernhauer";"1.5";"2019-06-11";"1";"Aplikace pro rozvoj řeči u sluchově postižených";"Speech development application";"M";"EN"
"11705606";"1013961200605";"1";"";"1.5";"Ing. Pavel Štěpán";"2";"2020-02-04";"2";"MANTA - aplikace pro management test analýzy";"MANTA - application for management test analysis";"B";"CS"
"9666006";"820648747105";"1";"";"1";"Ing. Petr Špaček, Ph.D.";"1";"2017-06-27";"1";"Propojení SugarCRM s kalendářem Google";"Integration of SugarCRM with the Google Calendar";"B";"CS"
"9194106";"811525559405";"1";"Ing. Jiří Pavelka";"1";"Ing. Lukáš Bařinka";"1";"2017-06-22";"1.5";"Generátor prezentací se stromovou strukturou";"Tree-structured Presentations Generator";"B";"CS"
"11656706";"959934700405";"1";"Ing. Michal Valenta, Ph.D.";"4";"Ing. Ivan Halaška";"4";"2019-02-05";"4";"Anketa ČVUT - verze  3.0 - vyplňování anketních lístků";"Inquiry CTU Application - version 3.0 - filling of inquiry tickets";"M";"CS"
"7828906";"624121219605";"1";"Mgr. Jan Starý, Ph.D.";"1";"Ing. Viktor Černý";"1";"2016-02-09";"1";"Webové rozhraní k VOIP hovorům";"Web frontend to a VOIP recorder";"B";"CS"
"9982406";"698183656905";"1";"Ing. Michal Valenta, Ph.D.";"1.5";"";"1.5";"2018-02-06";"1.5";"Návrh a implementace software pro interaktivní práci s objekty MBI pomocí jazyka MBIQL";"Design and implementation of software for interactive work with MBI objects using language MBIQL";"M";"CS"
"8325206";"630503975905";"1";"doc. Ing. Robert Pergl, Ph.D.";"1";"Ing. Pavel Krejčí";"1";"2015-06-10";"1";"Vizualizace diagramů DEMO pro manažery";"DEMO Diagrams Visualisation for Managers";"M";"CS"
"7813206";"808432374405";"1";"Ing. Petr Špaček, Ph.D.";"4";"Ing. Pavel Štěpán";"2";"2018-06-18";"4";"Systém pro zpracování firemní listové pošty";"A system for enterprise mail management";"B";"CS"
"9193406";"888924331305";"1";"";"1";"Ing. Petr Špaček, Ph.D.";"1.5";"2018-06-21";"1.5";"Studie využitelnosti Serverless Computing pro vývoj softwaru pomocí AWS Lambda";"Study of Utilizing Serverless Computing for Software Development Using AWS Lambda";"B";"EN"
"13017306";"918181836405";"1";"Ing. Josef Gattermayer, Ph.D.";"2";"doc. Ing. Ivan Šimeček, Ph.D.";"1.5";"2019-02-06";"1.5";"Serverless multiplayer hra pro mobilní zařízení";"Serverless multiplayer game for mobile devices";"M";"CS"
"4781706";"533756398905";"1";"Ing. Jitka Hrabáková";"1.5";"Ing. Daniel Vašata, Ph.D.";"1.5";"2015-06-18";"1.5";"Simulační nástroj pro celulární modely pohybu chodců";"Simulation tool for cellular models of pedestrian dynamics";"B";"CS"
"3735006";"548864301805";"2";"doc. RNDr. Josef Kolář, CSc.";"2";"RNDr. Jiřina Scholtzová, Ph.D.";"2.5";"";"";"Prezentace České informatické společnosti na webu";"Web Pages of the Czech Informatic Siciety";"B";"CS"
"6312206";"632472162905";"1";"Ing. Radek Dobiáš, Ph.D., MBA";"1";"Ing. Petr Koutecký, Ph.D.";"1.5";"2015-06-24";"2";"Diagnostika dopravního sálu";"Diagnostics of simulated railway infrastructure";"B";"CS"
"9187206";"811262311705";"1";"Ing. Petra Pavlíčková, Ph.D.";"1";"Ing. Pavel Krsek, Ph.D.";"1";"2017-06-20";"1";"Aplikace pro práci s daty naměřenými systémem Digiterm";"Data processing application for the Digiterm system";"B";"CS"
"8327306";"546924662005";"1";"Ing. Michal Valenta, Ph.D.";"1.5";"Ing. Jan Scherks";"1";"2016-06-13";"1.5";"Analýza a vizualizace závislostí uživatelských rolí v IDM ČVUT";"Dependency Analysis And Visualization of User Roles in IDM of CTU";"M";"CS"
"6278006";"705137661805";"1";"Ing. Michal Šoch, Ph.D.";"1";"Ing. Jan Trdlička, Ph.D.";"1.5";"2016-06-28";"2";"Informační systém pro sportovní klub";"Information System for Sport Club";"B";"CS"
"8373206";"621953067105";"1";"Mgr. Soběslav Benda";"1";"Ing. Jaroslav Kuchař, Ph.D.";"1";"2015-06-09";"1";"Aplikace pro vzdálené ovládání videokonferenčních zařízení z mobilních telefonů";"Application for remote control of videoconferencing devices from mobile phones";"M";"CS"
